1.000000000000000021e-03 2.947992593001145245e+00
1.018628990244687619e-03 3.001325052215690459e+00
1.037605019766911670e-03 3.055565348774590628e+00
1.056934553557988335e-03 3.110726645852650574e+00
1.076624177045493267e-03 3.166822227352417141e+00
1.096680598336868600e-03 3.223865488802333701e+00
1.117110650504824203e-03 3.281869683523632286e+00
1.137921293915315117e-03 3.340847850300283639e+00
1.159119618598885779e-03 3.400813083165788786e+00
1.180712846666190276e-03 3.461778545287255593e+00
1.202708334768511989e-03 3.523757465643584830e+00
1.225113576604118949e-03 3.586763135561167104e+00
1.247936205471311460e-03 3.650808905104614865e+00
1.271183996869028896e-03 3.715908179319916460e+00
1.294864871145904933e-03 3.782074414327392109e+00
1.318986896198670470e-03 3.849321113261853888e+00
1.343558290220826226e-03 3.917661822057375787e+00
1.368587424502519176e-03 3.987110125074480482e+00
1.394082826282578647e-03 4.057679640566587587e+00
1.420053181653683095e-03 4.129384015984260969e+00
1.446507338521647217e-03 4.202236923113890299e+00
1.473454309619835756e-03 4.276252053049049096e+00
1.500903275579736594e-03 4.351443110992170737e+00
1.528863588058730931e-03 4.427823802061892522e+00
1.557344772926135207e-03 4.505407432818625324e+00
1.586356533508589441e-03 4.584206715464474335e+00
1.615908753895919318e-03 4.664234242768669603e+00
1.646011502308549748e-03 4.745502518258205349e+00
1.676675034527699143e-03 4.828023947117779713e+00
1.707909797389426916e-03 4.911810826848277856e+00
1.739726432343800550e-03 4.996875337682535445e+00
1.772135779080358372e-03 5.083229532757607139e+00
1.805148879221107937e-03 5.170885328042668760e+00
1.838776980082326576e-03 5.259854492022345340e+00
1.873031538506436536e-03 5.350148635134948982e+00
1.907924224765265072e-03 5.441779198965891240e+00
1.943466926536020246e-03 5.534757445196056835e+00
1.979671752951332481e-03 5.629094444306224077e+00
2.016551038724746607e-03 5.724801064037744247e+00
2.054117348353064112e-03 5.821887957610781150e+00
2.092383480396977150e-03 5.920365551701302742e+00
2.131362471841437810e-03 6.020244026106264634e+00
2.171067602537264923e-03 6.121532756115010798e+00
2.211512399725488933e-03 6.224239907201757127e+00
2.252710642645980484e-03 6.328373184086538039e+00
2.294676367231936100e-03 6.433939892518255377e+00
2.337423870891814758e-03 6.540946922201386293e+00
2.380967717380358135e-03 6.649400729463442516e+00
2.425322741760352948e-03 6.759307319671268743e+00
2.470504055456825433e-03 6.870672229403214537e+00
2.516527051405391836e-03 6.983500508387211703e+00
2.563407409296514835e-03 7.097796701212620185e+00
2.611161100917459583e-03 7.213564828826755537e+00
2.659804395593758260e-03 7.330808369826268489e+00
2.709353865732051433e-03 7.449530241554706222e+00
2.759826392466180594e-03 7.569732781017975753e+00
2.811239171408464344e-03 7.691417725630329549e+00
2.863609718508115885e-03 7.814586193804739622e+00
2.916955876018795853e-03 7.939238665400574213e+00
2.971295818577334054e-03 8.065374954708435240e+00
3.026648059395692196e-03 8.192993366098058061e+00
3.083031456568277075e-03 8.322089849954293683e+00
3.140465219496752208e-03 8.452659301830077965e+00
3.198968915434537586e-03 8.584695708656198576e+00
3.258562476153226226e-03 8.718192124050839098e+00
3.319266204733189573e-03 8.853140643650212027e+00
3.381100782480685445e-03 8.989532380489844599e+00
3.444087275973823411e-03 9.127357440467484651e+00
3.508247144239792347e-03 9.266604897920045047e+00
3.573602246065788347e-03 9.407262771348246844e+00
3.640174847446141834e-03 9.549317999322305184e+00
3.707987629168172684e-03 9.692756416606336245e+00
3.777063694539364597e-03 9.837562730535655220e+00
3.847426577258505464e-03 9.983720497687372131e+00
3.919100249433401899e-03 1.013121210088085888e+01
3.992109129748053209e-03 1.028001872655042348e+01
4.066478091781853925e-03 1.043012034252886444e+01
4.142232472483897525e-03 1.058149566930993934e+01
4.219398080805024202e-03 1.073412064414901579e+01
4.298001206490798497e-03 1.088796639871790539e+01
4.378068629038166758e-03 1.104300272266144312e+01
4.459627626819095622e-03 1.119919889191436724e+01
4.542705986374042521e-03 1.135652456015142953e+01
4.627332011878692967e-03 1.151494891072356452e+01
